Article,Date,Heading,NewsType
"SINGAPORE/ISLAMABAD: Chinese state-backed firms are frontrunners to buy a $1.5 billion controlling stake in Pakistani utility K-Electric, sources said.</strongState-backed Shanghai Electric Power and China Southern Power Grid are among Chinese firms leading the pack of<br/>about half a dozen bidders in K-Electric, one person familiar with the matter said.Shanghai-headquartered Golden Concord Holdings is also among the bidders, as are some local Pakistani and other companies, according to people who know about the process.Chinese companies´ interest comes after China last year announced energy and infrastructure projects worth $46 billion in the South Asian nation, with a view to opening a trade corridor linking western China with the Arabian Sea.""The China-Pakistan Economic Corridor (CPEC) is the main driver, with a lot of Chinese funding flowing into Pakistan,""<br/>said one person aware of the K-Electric deal.That demand underpins President Xi Jinping´s ambitious ""One Belt, One Road"" initiative, under which Beijing is seeking to open new trade routes and markets as the domestic economy slows.Under the programme, Chinese companies invested nearly $15 billion in participating countries last year, up one fifth from 2014.If successful, the K-Electric deal would be the biggest M&amp;A agreement in Pakistan in a decade. Chinese firms are eyeing new Pakistan power projects, roads and some engineering contracts but investing in a large private company that deals directly with consumers would be a first, a senior Karachi-based financial adviser said.NO GUARANTEE</strongDubai-based private equity firm Abraaj Group, whose 66-percent stake in K-Electric has a market value of about $1.5<br/>billion, is seeking final bids for its stake by the end of August.Sources cautioned that although talks between the parties are advanced, there is no certainty of a deal being clinched.<br/>The Pakistani government owns about 24 percent, but a spokesman for the water and power ministry said it was not in<br/>talks to sell.CPEC envisages the construction of roads, pipelines and power plants across Pakistan that run south to Gwadar port and should mean more business for distribution companies like K-Electric that sell the electricity to users.China and Pakistan call each other ""all-weather friends"" and  their ties have been underpinned by long-standing wariness of their common neighbour, India, and a desire to hedge against U.S.influence in the region.Islamabad wants Chinese funding to reinvigorate an economy hurt by militant violence and weak productivity, to provide new jobs and to ease chronic power shortages.For China, markets like Pakistan and Malaysia are opening up new frontiers, just as it faces hurdles in countries including Australia.""CHINESE ARE COMING""</strong""We are getting a lot more enquiries from Chinese investors about Pakistan in the last couple of years,"" said Muhammad<br/>Sohail, CEO at Karachi-based brokerage Topline Securities.""Before it was always U.S. and Europe. The Chinese are coming,"" Sohail added. Still, foreign investment in Pakistan remains relatively muted as it struggles to shake off a reputation for violence, corruption and instability, and despite the $250 billion economy growing at its fastest pace in eight years.Inbound M&amp;A into Pakistan has risen more than six times in the past five years, totalling $516 million so far this year,<br/>according to Thomson Reuters data. K-Electric, Pakistan´s biggest electricity company, supplies power to over 2.2 million customers in and around Karachi, the country´s biggest and wealthiest city.The utility has undergone a turnaround since Abraaj bought it; K-Electric has cut down on electricity theft and reduced<br/>outages.""Abraaj has done a good job but for a newcomer to get involved in a city like Karachi is not easy,"" said the<br/>Karachi-based adviser, referring to a city where power theft, violence and political turmoil have scared investors away.""The Chinese are looking at a lot of things but they are also very cautious. ""Sources said some Pakistani firms were also bidding, but it was not clear how keen they were, and they would likely find it tough to match the Chinese in an auction which could go as high as $2 billion.China Southern Power Grid declined comment, while Shanghai Electric Power confirmed it was bidding but gave no details. A K-Electric spokeswoman said the company had not been notified about any transaction or acquisition. ""We dismiss these rumours as speculative,"" she said.A spokeswoman at Abraaj declined comment. Though Pakistan is courting Chinese investment, some deals<br/>have faced roadblocks. ",8/24/2016,Chinas Silk Road powers bids for 15 bln Pakistan utility ,business
"ISLAMABAD: The mobile phone companies have added 2.2 million new mobile broadband users to their networks during last month as total subscribers’ base of 3G and 4G reached 32 million mark till July 2016.</strongMobile phone companies grew their 3G, 4G users by almost eight percent and according to Pakistan Telecommunication Authority (PTA). Mobilink alone added 1.2 million new 3G users on its network while Zong added another half million 3G users during the month.Total number of 3G users by end of July 2016 stood at 30.62 million while 4G users reached 1.16 million by the time.Mobile phone users in Pakistan from all operators touched 133.28 million mark by the end of July 2016 marginally up from 133.24 million a month ahead.Mobilink and Zong added almost 709,000 users during the reported month while Telenor added 77,000 users during the month.Total additions in mobile phone subscriptions during the month netted under 0.1 million.",8/25/2016,3G 4G users touch 32 mln mark Paki,business
"NEW YORK: A scandal involving the alleged sale of falsely labeled Egyptian cotton products by an Indian textile manufacturer to U.S. big box retailers highlights a stiff reality facing the high-end fiber market: there isn't much Egyptian cotton any more.</strongThe shortage of cotton from Egypt, which commands a premium due to its superior quality, creates an incentive to blend it with other types of cotton without disclosing it or to counterfeit the label altogether, cotton traders said, exacerbating a problem that has plagued the industry for years.Welspun India has lost 42 percent of its market value in the three days since Target Corp said it would sever ties with the textile manufacturer, one of the world's largest, accusing it of substituting cheaper, non-Egyptian cotton into sheets and pillowcases.Egyptian cotton is prized because much of it is ""long staple"" or ""extra long staple,"" meaning the length of the cotton fibers is longer, resulting in a finer, lighter more durable fabric and longer-lasting, higher-end clothing.While other countries including the United States and Australia produce larger quantities of high-end cotton than Egypt, cotton from the North African country has retained its prestige because of a long history growing the crop.But Egypt's cotton output has been declining for the past decade after farmers failed to adapt to shifting consumer demand for mass-produced items made from short- or medium-staple fiber, according to the U.S. Department of Agriculture (USDA).The decline has become a full-fledged crisis in recent years after the government removed cash subsidies, and many farmers replaced cotton acreage with rice, the USDA said.Egypt will produce just 160,000 480-lb bales of cotton in 2016/17, down from 1.4 million bales as recently as 2004/05, accounting for less than 0.2 percent of expected global output.This means some products marketed as containing Egyptian cotton almost certainly do not, or are blended with other types of cotton without proper disclosure, said Jordan Lea, chairman and co-owner of cotton merchant Eastern Trading in Greenville, South Carolina.""If you look at the volume of Egyptian goods that are for sale, and you look at the volume of Egyptian cotton that's produced, it would lead one to scratch one's head,"" Lea said.A GOLD SEAL?</strongLong and extra long staple cotton is rare - it makes up just 2.5 percent of annual world cotton production of more than 100 million bales, according to the USDA - and trades at a substantial premium.U.S. extra long staple cotton, or ""pima,"" trades for 152.25 cents per lb, according to Thomson Reuters Eikon data, a 125 percent premium over cotton prices on ICE Futures U.S., a contract that accepts cotton of a ""strict low middling staple length"".Ron Lawson, a cotton industry veteran and broker with LOGIC Advisors in Sonoma, California, said he had ""no idea"" what Egyptian cotton prices were, which he said showed how much of a ""novelty"" item the fiber was.Improper labeling of cotton products including clothing and bedding is a violation of the U.S. Textile Act and Rules, which are enforced by the Federal Trade Commission (FTC).An FTC spokesman declined to comment on whether the agency was aware of Target's allegations or had started an investigation.Egypt's cotton association appears to be aware of widespread counterfeiting. In April, its executive director told trade publication Home and Textiles Today that it had tested retail products labeled 'Egyptian cotton' and found that 90 percent contained no Egyptian cotton at all.The Cotton Egypt Association lists Welspun as one of just three companies permitted to label its products with the association's ""Gold Seal,"" which was launched earlier this year and is meant to ensure authenticity.Mukesh Saviani, a Welspun executive, told the trade publication in February that the seal was ""an assurance to retailers that they will not get into any compliance issues.""The scandal could leave big box U.S. retailers wary of dealing with products labeled Egyptian cotton, potentially providing a boon to growers of U.S. Pima cotton in places like California and Arizona.""The Supima boys are doing backflips and pirouettes on their desks right now,"" Lawson said, referring to an association that provides a trademark indicating cotton products come from 100 percent American Pima cotton.",8/25/2016,Welspun scandal plummeting Egyptian cotton outpu,business
"NEW YORK: The Pakistani Ambassador to the United Nations, Dr. Maleeha Lodhi, Friday rang the closing bell at the NASDAQ Stock Exchange in New York to signal the ceremonial end of trading for the day on Wall Street, saying Pakistan’s economy is on the upswing as it pursues the “most investor-friendly” policies in the region.</strong“Pakistan is on the rise,” she told traders and investors gathered at the impressive ceremony held in the Pakistan flag-bedecked NASDAQ’s office building in New York’s Time Square to mark 70th year of the country’ establishment.The event was carried live on a giant screen overlooking the crowded iconic square as well as by major American television networks on their economic and financial segments.“I am glad that NASDAQ today has gone green with the Pakistani flag,” Ambassador Lodhi, herself dressed in green, said before pressing the button to set off the bell.“We are open to business, and we are open to foreign investment,” she said, adding she was honoured to represent Pakistan at NASDAQ on the Independence Day celebrations from the platform of the Pakistan-American Business Association (PABA).“Our economy has achieved an impressive turnaround and is poised for rapid growth,” the Pakistani envoy said. Economic stability had been achieved by an enabling environment of democratic consolidation and security gains. Pakistan’s foreign exchange reserves were up, inflation down and overseas remittances at record high.“Our demographic profile of a youthful population gives Pakistan the ability to make a quantum leap in its development,” Ambassador Lodhi said.“We are embarked firmly on the path of realizing our vision to turn Pakistan into a regional hub, connecting the different regions it straddles by providing trade, energy and communications corridors.”She also read out a special message from Prime Minister Muhammad Nawaz Sharif, saying,” Pakistan has bright future powered by its hard-working people and a resilient democracy.”Earlier, Andew Hall, a top NASDAQ official, introduced Ambassador Lodhi and congratulated the government and people of Pakistan on the Independence Day.",8/26/2016,Maleeha Lodhi rings NY Stock Exchange closing b,business
"SYDNEY: Australian defence officials warned French naval contractor DCNS to beef up security in Australia, where it is preparing to build a A$50 billion ($38.13 billion) fleet of submarines, in the wake of a massive data leak, a government spokesman said on Friday.</strongDCNS was left reeling after more than 22,000 pages outlining details relating to submarines it is building for India were published in The Australian newspaper earlier this week, sparking concerns about its ability to protect sensitive data.A senior Australian defence official, acting on orders from Defence Industry Minister Christopher Pyne, warned DCNS that the government was deeply concerned by the implications of the leak, a spokesman for the minister told Reuters.DCNS is locked in exclusive negotiations with Australia to build a fleet of 12 next-generation submarines after seeing off its rivals, Germany's Thyssenkrup AG and a Japanese government-backed consortium of Mitsubishi Heavy Industries and Kawasaki Heavy Industries.DCNS said earlier this week that the leak, which covered details of the Scorpene-class model and not the vessel currently being designed for the Australian fleet, bore the hallmarks of ""economic warfare"" carried out by frustrated competitors.TKMS Australia, the German shipbuilder's local subsidiary, declined to respond to the accusation. Mitsubishi Heavy Industry also said that it had no comment.A senior industry source who was involved in the Australian submarine bidding called the allegation an ""extraordinary"" attempt to deflect attention from DCNS' security shortcomings.""Clearly there's been a massive leak. And for the French to seek to blame either the Japanese or the Germans under some banner of 'economic warfare' is hysterical,"" he told Reuters.The French victory in one of the world's most valuable defence contracts was a major blow to Japanese Prime Minister Shinzo Abe's push to develop defence export capabilities as part of a more muscular security agenda.Australian Defence Minister Marise Payne visited Tokyo this week to meet with her Japanese counterpart, Tomomi Inada, in the first such visit since the contract was awarded.DCNS and TKMS are currently locked in another competition for a lucrative contract to replace Norway's fleet of aging Ula-class submarines. The European shipbuilders, the world's biggest suppliers of conventional submarines, regularly lock horns.($1 = 1.3115 Australian dollars)",8/26/2016,Australia warns shipbuilder DCNS security ,business
"KARACHI: Reflecting upon Pakistan’s history, we come across some national accomplishments that not only etch out the existence of Pakistan on the global front but also give us a reason to stand tall alongside other countries of the world. Be it the 1992 cricket World Cup, when Pakistani Cornered Tigers outclassed England on the Melbourne Cricket Ground, or that moment of sheer pride, as the likes of Lionel Messi and Christiano Ronaldo dribbled around ‘Made in Pakistan’ footballs at one of the most watched sporting events - The FIFA World Cup.The Pakistani people were again beaming with joy when Ali Moin Nawazish set a world record by attaining 21 As in the A levels, Cambridge International Examination, adding to the vast gallery of national accolades. Keeping with this tradition of bringing back laurels and honouring the Nation, Pakistani chicken and frozen food company, K&amp;N’s, provided us with yet another opportunity to celebrate, by winning medals at IFFA International Quality Competition, in Frankfurt, Germany.The IFFA International Quality Competition for sausages and cold cuts takes place during IFFA trade fair in Frankfurt, Germany, which is the world’s leading trade fair for the global meat industry. This IFFA competition is organised every 3 years and brands from around the world submit their products for valuation. Judging is conducted by independent and trained expert judges on the following criteria:-External product finishing, and condition of the package/containe-Product appearance, colour and composition-Product consistency/texture-Product aroma and tasteK&amp;N’s not only won 5 gold medals, 1 silver and 1 bronze for all 7 products that were entered into the competition against entries from European Union countries, North America, South American and Asian countries, but also walked away with a special trophy for winning 5 gold medals.The true extent of this achievement is grasped when one realizes K&amp;N’s was honoured by the masters of sausage making themselves – the Germans. When we witness that K&amp;N’s stays true to its commitment to food safety, by bringing us world-class chicken products, for which it has received international recognition, the sense of reassurance the brand extends to provide world-class frozen chicken products is further strengthened.",8/27/2016,KNs wins five gold medals at IFFA in Germany,business
"NEW YORK: The dollar rose Friday against the euro, the yen and the British pound following remarks from the US central bank favoring a near-term increase in interest rates.</strongIn a much-anticipated address, US Federal Reserve Chair Janet Yellen said the case had ""strengthened"" in recent months for a rate increase but did not clearly say when this could occur.Toward 2100 GMT, the euro was at $1.1195, down from $1.1281 on Thursday while the dollar rose to 101.77 yen, up from 100.55.The pound fell to $1.3135 from $1.3187. Christopher Vecchio, a currency analyst at DailyFX, said Yellen´s speech had given the dollar trade a needed shot in the arm on currency markets.""The US Dollar Index, mired in an apathetic lull the past several days, is in the midst of posting its widest daily trading range of the week on the back of Chair Yellen´s commentary,"" said Vecchio.US central bankers are due to meet again three times between now and the end of the year.",8/27/2016,Dollar rises following Yellen remarks on rate hi,business
"JOHANNESBURG: South Africa´s wealthy Gupta family with influential ties to President Jacob Zuma said Saturday they plan to sell all their business interests in the country by the end of the year.</strongThe family, who had immigrated from India in the 1990s and owns a business empire with interests ranging from media to mining, said it was already in talks with ""several international prospective buyers.""""As a family, we now believe that the time is right for us to exit our shareholding of the South African businesses which we believe will benefit our existing employees, and lead to further growth in the businesses,"" said a statement issued by their holding company Oakbay Investments.The Gupta family companies led by brothers Atul, Ajay and Rajesh, have over the years been embroiled in scandals, including accusations of having undue influence over Zuma.Some members of Zuma´s family were once employed in Gupta companies, including his son Duduzane who used to be their business partner.In April the Guptas stepped down from all executive and non-executive positions in Oakbay Investments, following intense scrutiny over their dealings with the government.The move was also reportedly linked to the closure of the firm´s accounts by two major banks.The extent of the Guptas´ political influence came to light early this year when a deputy minister revealed that the family had offered him the position of finance minister before Zuma suddenly removed then minister Nhlanhla Nene in December 2015.Some Gupta-owned firms include a 24-hour television news channel, a newspaper, gold and uranium mining firms and a computer business.",8/28/2016,Politically connected Gupta family to sell South Africa compani,business
"LONDON: Gold slid to a near five-week low on Monday after comments from top Federal Reserve officials fuelled speculation that U.S. interest rates would rise sooner rather than later, boosting the dollar.</strongSpeaking at a meeting of leading central bankers in Jackson Hole, Wyoming, Fed chair Janet Yellen said on Friday that an improvement in the economy and the labour market in recent months had boosted the case for hiking rates.The CME Group's FedWatch tool showed the market pricing in more than a 30 percent chance of a hike in September, up from 18 percent before Yellen and her deputy Stanley Fischer spoke.Spot gold touched its lowest since July 26 at $1,314.70, and was down 0.1 percent at $1,319.81 an ounce at 1135 GMT. U.S. gold futures for December delivery were down $2.80 an ounce at $1,323.10.Gold whipsawed on Friday, rising as much as 1.5 percent in the immediate wake of Yellen's comments, before slipping back to end the day marginally lower.""The market was surprised (by Yellen) -- that is why it went all the way up first, before losing it all,"" Afshin Nabavi, head of trading at MKS in Switzerland, said. ""The demand for physical (gold) is still very poor, so it feels like we may need to test lower levels first before a surge in price.""Gold's volatility tracked fluctuations in the dollar. The U.S. currency gave up gains soon after Yellen spoke as she gave no indication that a rate hike was imminent, but rebounded as traders reassessed her words, and after Fed Vice Chair Fischer said the Fed was still on track to lift rates this year.Gold is highly sensitive to rising U.S. interest rates, which increase the opportunity cost of holding non-yielding bullion while boosting the dollar, in which it is priced.""The pressure on gold will likely increase as we go into September, as participants are now more willing to bet on a rate hike given what they have gleaned from top Fed officials on Friday,"" INTL FCStone said in a note.Hedge funds and money managers increased their net long position in COMEX gold contracts in the week to Aug. 23, U.S. Commodity Futures Trading Commission (CFTC) data showed on Friday.Silver was little changed at $18.61 an ounce, having earlier touched its lowest in more than eight weeks at $18.36 an ounce.Platinum, the biggest faller among the major precious metals last week, was up 1 percent at $1,077.60 an ounce, while palladium was down 0.2 percent at $684.38 an ounce.",8/29/2016,Gold hits near 5 week low after Fed strikes hawkish ,business
"BEIJING: China is hoping to cement its standing as a global power when it hosts leaders from the world's biggest economies this weekend, but suspects the West and its allies will try to deny Beijing what it sees as its rightful place on the international stage.</strongEnsuring that this does not happen will be one of President Xi Jinping's priorities, and a key mark of how successful China will judge the G20 summit to be.Beijing wants to use the Sept 4-5 meeting in the tourist hub of Hangzhou to lay out a broad strategy for global growth, but talks are likely to be overshadowed by arguments over everything from territorial disputes to protectionism, diplomats said.""From where China sits, it looks like the Americans are trying to encircle them,"" said a senior Western envoy, describing conversations with Chinese officials ahead of G20 as being dominated by the South China Sea row and an advanced U.S. anti-missile system to be deployed in South Korea.In recent months, China has been incensed by a ruling against its claims in the South China Sea by an international court, a case initiated by Manila but blamed by Beijing on Washington.While China wants to make sure its highest profile event of the year goes off successfully, Xi will be under pressure at home to ensure he is strong in the face of challenges to his authority on issues like the South China Sea, going by reports in state media.China has already made clear it does not want such matters overshadowing the meeting, which will be attended by U.S. President Barack Obama, Japanese Prime Minister Shinzo Abe, and other world leaders.State media has given great play to the idea that G20 is for China to show leadership in shaping global governance rules and forging ahead with sustainable global growth, with the official People's Daily saying this could be one of the G20's most fruitful ever get-togethers.""Let's make cooperation ever higher,"" it wrote in a commentary last week.But the state-run Study Times wrote in mid-August that Western countries were trying to deliberately exclude a rising China and deny it a proper voice on the world stage with schemes like the U.S.-led Trans-Pacific Partnership.""Trying to get back their right to global governance, they are forging a new 'sacred alliance', striving to establish new rules,"" the influential paper, published twice a week by the Central Party School, wrote in a G20 commentary.""These new rules will exclude China.""ANGERED BY BRITAIN, AUSTRALIA</strongOverseas, China has been angered by questions raised by Britain and Australia over strategic Chinese investments in their countries, saying it smacks of protectionism and paranoia.Australia has blocked the A$10 billion ($7.7 billion) sale of the country's biggest energy grid to Chinese bidders, while Britain has delayed a $24 billion Chinese-invested nuclear project.But Western officials have their own concerns about access for their companies in China and are increasingly not afraid to talk about it.Joerg Wuttke, the President of the European Union Chamber of Commerce in China, said there has been a change in tone as European officials having been expressing more dissatisfaction with China's overcapacity problems and a lack of reciprocal market access for European companies. ""It has reached the point where people are not afraid to speak up any more. They feel like they have to be tougher in front of their own constituencies,"" Wuttke told Reuters.A European official involved in trade issues with China expressed exasperation at China's attitude on protectionism.""The Chinese would shut you down at once if you said you wanted to buy one of their grids. You wouldn't get to the end of the sentence,"" the official added.None of this will make for plain sailing at G20.""China is angry with almost everyone at the moment,"" said a second Beijing-based Western diplomat familiar with the summit.To be sure, China does want G20 to go smoothly, said a third Western diplomat.""It's very important from the stance of national pride,"" said the diplomat, pointing out it was not uncommon for G20s to be hijacked by issues other than economics.""It's a minefield for China.""JAPAN WORRIES</strongThen there is Japan, a country with which China has been embroiled in disputes for much of the last decade over their wartime past and a spat over a group of uninhabited islands in the East China Sea.Last week, China's top diplomat called on Japan to be ""constructive"" at G20, with the deeper fear in Beijing that Japan is angling to become involved in the South China Sea dispute as well, at the behest of its ally the United States.Wang Youming, the head of the developing countries program at the Foreign Ministry-backed China Institute of International Studies, wrote in the widely-read Chinese tabloid the Global Times that the closer G20 got, the more Japan was trying to cause trouble.""Japan is getting entangled in the South and East China Sea issues, cozying up to the Philippines, and urging China to respect the result of the so-called 'arbitration' case,"" Wang wrote.""Japan is up to its old tricks, and it's hard not to think they are trying to mess things up.""",8/29/2016,China G20 West derail agend,business
"TOKYO: Tokyo stocks opened higher on Monday after the yen weakened on Federal Reserve chief Janet Yellen´s suggestion last week that US interest rates could rise in the near term, boosting exporters.</strongThe benchmark Nikkei 225 index soared 1.65 percent, or 270.35 points, to 16,631.06 in opening deals, while the broader Topix index of all first-section shares also rose 1.65 percent, or 21.27 points, to 1,309.17.",8/29/2016,Tokyo stocks open higher as exporters surge on weaker y,business
"ISLAMABAD: Sindh Chief Minister Syed Murad Ali Shah has said that World Bank has played an important role in the development of education, health, agriculture and infrastructure sectors in Sindh. ""The urge for development of Sindh has brought me here at the WB Country office.""</strongThis he said while talking to WB Country Director Mr Illang Patchamuthu at WB Country office where he had a luncheon-meeting with him today.The chief minister said that the total development portfolio of WB in Sindh was $1.14 billion which include Education, health, irrigation, Agriculture, skill development and other sectors.Syed Murad Ali Shah discussed Karachi mega projects which include infrastructure development of the city, water supply and sanitation projects. ""Sindh government needs financial and technical assistance for implementation of these projects,"" he told the World Bank country director.He urged the World Bank country head to send his team to Sindh to discuss these projects with the team of provincial government so that necessary paper work and legal formalities could be done well in time.Presently, two World Bank projects in education sector, a $66m special grant for missing facilities and anothere $400 m Sindh Education Reform Program, are in progress.The chief minister also discussed Sukkur Barrage rehabilitation and canal lining projects with World Bank country chief.The World Bank Country Director assured the chief minister that he would consider all the proposals he had proposed on priority basis. He thanked the chief minister for visiting his office.",8/30/2016,Sindh CM Murad Ali Shah World Bank finance Karachi mega proj,business
"SINGAPORE: Oil prices rose in early Asian trade on Thursday, rebounding on a weaker U.S. dollar after falling around 3 percent or more in the previous session following a surprisingly large build in U.S. crude and distillate stocks last week.</strong""The weaker dollar is providing support for oil prices today. The direction of oil prices is governed by supply and the strength of the dollar,"" said Jonathan Barratt, chief investment officer at Sydney's Ayers Alliance.The U.S. dollar index slipped against a basket of currencies on Thursday. A weaker dollar makes greenback-denominated commodities including oil cheaper for holders of other currencies.U.S. crude futures had climbed 12 cents to $44.82 a barrel by 2025 EST, after falling $1.65, or 3.6 percent, in the previous session.Brent crude futures climbed 10 cents to $46.99 a barrel after settling $1.33 lower, or 2.8 percent, at the previous close.That came after U.S. crude inventories rose 2.3 million barrels to 1.221 billion barrels in the week to Aug. 26, data from the Department of Energy's Energy Information Administration showed on Wednesday. That compared with analyst expectations of a 921,000-barrel increase.Distillate stocks, which include diesel and heating oil, unexpectedly rose by 1.5 million barrels, while gasoline inventories fell by 691,000 barrels, about half the forecast drawdown.""In the absence of any price shocks, oil prices remain rangebound - as soon as oil gets down to the lower end of $40 a barrel prices find support. When oil gets down to $40-$42 investors buy, when it gets to $48-$50 they sell again"", Barratt said.Speculation the Organization of the Petroleum Exporting Countries and other oil producers might agree to curb output at talks in Algeria later this month helped fuel an 11-percent rise in crude prices in August, the best monthly return since April.But optimism of an output freeze has since waned.""The market is very complacent on whether OPEC can come up with a supply freeze deal. The market doesn't believe OPEC has the ability to achieve an agreement freezing supply,"" Barratt added.Investors are also waiting for U.S. non-farm payroll data on Friday to give the market direction, ANZ Bank said in a note.",9/1/2016,Oil prices rebound on weaker dollar,business
"KARACHI:  Sindh Chief Minister Syed Murad Ali Shah has said that it was the dream of Shaheed Benazir Bhutto to steer the country out of darkness of load-shedding by generating electricity on coal-fired power plants. ""She had started this work with my father Syed Abdullah Shah, the then Sindh chief minister and now Almighty Allah has given me the opportunity to realise the dream of my leader and complete the work my father had perhaps left for me.""</strongThis he said while presiding over a meeting today at CM House to review the progress of Sindh Engero Coal Mining Company (SECMC) in mining operation it had started in Thar Coal Filed Block-II and to install a coal-fired Power Plant to generate 660 MW by 2019. The meeting was attended by SMBOR Rizwan Memon, Principal Secretary Naveed Kamran Baloch, Secretary Energy Agah Wasif, Secretary Home Riaz Memon, Secretary Irrigation Zaheer Hyder Shah, CEO SECMC Shamsuddin Shaikh, his two directors, Fazal Rizvi and M. Saqib.CEO SECMC Shamsuddin Shaikh briefing the chief minister said that the mining operation has been started on war footings.  He added out of 112 m BCM over burden (OB) 7 meter BCM has been removed. This shows that overall 6 percent progress has been achieved against the planned 5.3 percent progress.   He said that 31 meter mine depth has been achieved, large scale mining equipment would reach by next month and drilling of de-watering wells and other infrastructure is in progress. He added that the revised outlook $7663 million against the estimated $845 m.Talking about the progress of two coal fired power plants, each one of 330 MW, Mr Shaikh said that basic engineering has been completed, procurement activities are ahead of schedule with the placement of purchase order (PO) for boiler, Steam Turbine and Steam Turbine Auxiliaries. He added that the construction activities at the site include advanced completion of Piling at Stack Area and Turbine Main Hall while construction of the foundation of Piling of Turbine Pumps is in progress. It would cost &amp;1.1 billion.Sindh Chief Minister Syed Murad Ali Shah urged the SECMC CEO to accommodate as much local in jobs as possible. On the chief minister was told that presently, 2,028 employees were working on there, of them 647 were Chinese, 997 Tharis and 384 others. The chief minister directed him to create employment opportunities for the women.  The chief minister taking a policy decision approved to establish a school over two acre land near Thar Lodges, Islamkot so that local residents would be imparted proper education. ""I am keen to see Tharis working on good positions in the companies working and to work at Thar Coal filed,"" he said and urged the secretary Finance to get the school started on Public Private Partnership mode.The chief minister was informed that some 500 dump truck drivers were required for Mining project for which 400 would be Tharis.  It was disclosed that training of 200 drivers by NLC has been started at Rs30 million. So far 100 drivers have been inducted for mining operation.The Chief Minister directed IG police to provide more security at Thar coal field Block-II for Chinese engineers. The home secretary informed the chief minister that presently 35 Rangers personnel have been deployed on the security of foreigners working at Block-II. Apart from it 134 policemen have also been deployed at the Site. More police force would be deployed there till the creation of a special force of 2000 ex-armymen for CPEC projects.",9/2/2016,Murad Ali Shah coal mining installation 660 MW power plants Thar,business
"JAKARTA: Indonesia's procurement agency has reached an initial agreement to import an extra 70,000 tonnes of buffalo meat from India this year, as it seeks to balance the effects of food import controls aimed at improving self sufficiency.</strong""In principle they both agree. We'll discuss the details today,"" Bulog procurement director Wahyu said on Friday, referring to discussions with the trade and agriculture ministers.Wahyu, who like many Indonesians goes by one name only, said the deal would bring Indonesia's total buffalo meat imports to 80,000 tonnes in 2016.The buffalo meat imports are intended to help stabilize meat prices that have climbed as a result of beef and cattle import restrictions.""Buffalo meat imports provide a meat alternative to the community that's cheaper, healthy and Halal,"" Bulog CEO Djarot Kusumayakti told reporters.According to trade ministry data, beef currently costs around 115,000 rupiah ($8.68) per kg. Bulog is selling buffalo meat for 65,000 per kg at a consumer level.President Joko Widodo said earlier this year he wants fresh beef to cost around 80,000 rupiah per kg.Indonesia, which has the world's biggest Muslim population, imports virtually all of its cattle from Australia - a trade that was worth nearly $600 million in the last financial year.Indonesia is pushing importers to start breeding their own cattle as part of efforts to reduce its dependence on imports.Last year, Indonesia had to cull millions of chickens to ease supply swings and issued more import permits for cattle to cool beef prices.Bulog will also import 260,000 tonnes of raw sugar this year, ""most of it from Brazil,"" Bulog CEO Djarot Kusumayakti told reporters.In June, Southeast Asia's largest economy said it would control wheat imports that had jumped after corn imports were capped this year.($1 = 13,251 rupiah)",9/2/2016,Indonesia turns India buffalo beef alternativ,business
