Article,Date,Heading,NewsType
"Singapore: Oil prices were flat in Asia Wednesday as investors weighed US petroleum industry data showing a build-up in crude stockpiles and news that shipments from a Libyan port were halted due to tensions.US benchmark West Texas Intermediate for delivery in December was down one cent at $47.89 and Brent crude for December was trading two cents higher at $50.56 at around 0315 GMT.The industry-funded American Petroleum Institute said US crude inventories rose by 2.8 million barrels in the week to October 30, according to Bloomberg News.The industry report comes ahead of the release later Wednesday of the official US Energy Department of Energy data on commercial crude stockpiles which is also expected to show an increase.A build in the stockpiles indicates softer demand in the world´s top oil consumer and is negative for prices.Libya´s Petroleum Facilities Guard meanwhile halted crude shipments from Zueitina port indefinitely due to the widening conflict between the strife-torn nation´s rival governments, Bloomberg News said.Tankers seeking to load crude at the port must register with the National Oil Corp. administration loyal to the internationally recognised government in the country´s eastern region, Bloomberg quoted Petroleum Guard spokesman Ali al-Hasy as saying.""Supply is still the story,"" Jonathan Barratt, chief investment officer at Ayers Alliance Securities in Sydney, told Bloomberg.""Geopolitical issues will always put a base under prices and there is a solid range for oil.""Oil prices have fallen by more than half from peaks of over $100 a barrel in June last year.A global economic slowdown led by top energy guzzler China has led to demand not keeping pace with the crude supply glut which is expected to persist well into next year.                        










",11/4/2015,oil prices flat in asia on us data and supply concer,business
"ISLAMABAD: Pakistan is set to receive the 10th tranche of 550 million dollars from International Monetary Fund (IMF) next month under Extended Fund Facility (EFF) arrangement.Finance Minister, Ishaq Dar made the announcement on Thursday while addressing a press conference along with IMF mission head, Herald Finger here.He said the next installment of loan assistance will be received in the mid of December after the approval from IMF’s administration and Executive Board.Ishaq Dar said Pakistan has achieved all the economic targets while work is in progress towards improving tax collection and keeping the budget deficit under control.He did mention steps aimed to achieve the tax collection target but stopped short of elaborating on them.The Finance Minister also announced that Pakistan will receive 900 million dollars from the World Band and Asian Development Bank in the current month of November.                        










",11/5/2015,pakistan to receive 10th imf loan tranche in d,business
"Tokyo: The dollar held steady in Asia Thursday after US central bank chief Janet Yellen suggested that a December US interest rate lift-off was still on the table.In congressional testimony, Yellen said that if the world´s top economy was ""performing well"" and, if conditions warrant, a rate hike in December ""would be a live possibility"".Yellen´s remarks came ahead of Friday´s release of a key US jobs report for October and as fresh data on the vast US services sector Wednesday supported the view that the economy was on the upswing.""Solid US data and Yellen´s comments that seemed to support a rate hike next month sparked dollar buying,"" Naohiro Nomoto, an economist at Bank of Tokyo- Mitsubishi UFJ, told Bloomberg News.""The dollar is being bought gradually, with markets pricing in the rate increase as data come out and yields rise. Fed officials appear to be setting up for the move.""Yellen´s comments took a bite out of some Asian currencies Thursday with the Malaysian ringgit, the South Korean won and the Indonesian rupiah among the units falling against the greenback Thursday.But the dollar ticked lower against the yen, edging down to 121.50 yen from 121.55 Wednesday in New York, after trading in New York at its highest level since August on Yellen´s comments. High-yield, riskier emerging currencies have been hit hard this year on fears of a flight of capital back to the United States as dealers look for better, safer investments on the back of the looming US rate lift-off.The greenback has suffered a heavy sell-off against the Asian emerging units in recent weeks, however, as the Federal Reserve stood pat on raising interest rates at its October policy meeting.In other deals, the euro was nearly flat from US trade at $1.0866 and 132.02 yen compared to $1.0865 and 132.06 yen. 










",11/5/2015,dollar steady as fed chief keeps december rate rise in play,business
"London: The oil market rose on Friday but gains were limited by the global supply glut and after the US Federal Reserve hinted at a December interest rate hike.In midday deals in London, Brent North Sea crude for December won 44 cents to stand at $48.42 per barrel.US benchmark West Texas Intermediate for delivery in December rose 26 cents to $45.46 per barrel compared with Thursday´s close. Despite the slender gains, prices are lower compared with the previous week as the market struggles with a crude oversupply and weak demand owing to sluggish global growth led by top energy guzzler China.Increasing talk of an interest rate hike by the US Federal Reserve has also bolstered the dollar, making dollar-priced oil more expensive for weaker currencies, hurting demand and prices.A meeting last month of the policy-setting Federal Open Market Committee (FOMC) hinted that a decision to implement the first rate hike since 2006 could be made during a December meeting.Comments this week by Fed chair Janet Yellen and New York Fed president Bill Dudley considered as ""hawkish"" by the market have firmed up expectations for the December FOMC meeting ""as a live possibility for the first Fed rate hike in nearly a decade,"" Singapore´s United Overseas Bank said.Markets are watching the US non-farm payrolls data to be released later Friday for further signs about the health of the US economy which could help swing any decision on interest rates, it said.The data is a closely watched gauge of the unemployment situation in the world´s biggest economy and top oil consuming nation.Oil prices have plunged by more than half from peaks of over $100 a barrel in June last year.The International Monetary Fund has projected slower growth for the world economy this year and next. 










",11/6/2015,oil prices adv,business
"DOHA: Pakistan has finalised a 15-year, $16 billion liquefied natural gas (LNG) deal with supplier Qatar and shipments are expected to begin next month, Pakistan Minister for Petroleum and Natural Resources Shahid Khaqan Abbasi said on Monday.The amount is 1.5 million tonnes per year, the minister told news agency Reuters on the sidelines of an Asian ministerial energy roundtable in the Qatari capital Doha.The two sides have agreed a price, he said without elaborating.""We have finalised the deal. The first shipment is expected in December,"" he said. ""We are hopeful for similar deals in the future.                        










",11/10/2015,pakistan finalises 15 year 16bn lng deal with qatar,business
"LIMASSOL: Moody’s Investors Service on Wednesday changed the outlook for the Pakistan banking system to stable from negative, reflecting the improvement in the country’s economic growth prospects, driven in turn by the government’s commitment to economic reforms under its IMF program.“We expect the strengthening economy, together with the central bank’s accommodative monetary policy, to stimulate lending growth and support the banking sector’s loan performance over the next 12-18 months,"" said Elena Panayiotou, a Moody’s Assistant Vice President and lead analyst for Pakistani banks.Moody’s forecasts Pakistan’s real GDP will expand by 4.0 per cent in the fiscal year ending June 2016 (compared to a sluggish 2.8pc during 2008-13), mainly driven by higher spending on infrastructure projects as the government aims to ease energy shortages and execute projects associated with the China-Pakistan Economic Corridor (CPEC).The rating agency noted that the strengthening of the domestic economy will contribute to the improvement in Pakistani banks’ asset quality. The level of credit risk, however, will remain high as banks are heavily exposed to the low-rated Pakistan sovereign (B3, stable) through holdings of securities and government-related loans, which were equivalent in size to 7.3x Tier 1 capital, exposing banks to event risk.""We expect problem loans will decline to around 12 per cent of total loans by the end of 2016 compared with 12.4pc for the end of June 2015. Banks, however, will remain heavily exposed to the low-rated Pakistan sovereign, linking the banks’ creditworthiness to that of the sovereign"" Panayiotou said.In the area of capital, the rating agency expected that buffers will come under pressure due to moderate asset growth and lower internal capital generation – a result of weaker profitability.Moody’s expected earnings to ease slightly over the outlook period, mainly because of the lower coupon on government securities in a declining interest rate environment and as the market’s perception of Pakistan’s risk profile eases (upgraded to B3 from Caa1 on June 11, 2015). Higher loan volumes and capital gains booked through the sale of government securities will only partially offset the pressure on profitability.In addition, the rating agency expected that Pakistani banks will maintain ample liquidity and continue to benefit from large volumes of low-cost and stable customer deposits.""The Pakistani banks’ deposit-based funding structure remains a credit strength. We expect inflows of remittances from migrant workers will continue to drive the growth in bank deposits and support banks’ funding bases,"" said the asst vice-president of Moody's.While banks will use part of their liquid asset to fund lending, Moody’s expected the sector to maintain strong liquidity buffers, with core liquid assets – defined as cash and bank placements – at 12 per cent of total assets and liquid securities, more broadly defined, at 41pc of total assets as of June 2015.                        










",11/11/2015,moodys ups pakistan banking system outlook to stab,business
"Singapore: Oil prices resumed their decline in Asia Wednesday, with global crude oversupply continuing to dampen investors´ sentiment despite occasional rallies.Prices had risen the previous day after a four-day losing streak, as traders weighed a bearish price outlook from the International Energy Agency (IEA) and a lowered US estimate for crude production.The oil market has collapsed by more than half since mid-2014 with prices languishing under $50 a barrel, hurt by the supply glut and the decision by the oil exporter grouping OPEC to maintain output to counter booming US shale production.The Paris-based IEA, in a report Tuesday, forecast that the global oil market would recover to $80 a barrel by 2020.At around 0300 GMT Wednesday, US benchmark West Texas Intermediate for delivery in December was trading 47 cents lower at $43.74 and Brent crude for December was down 26 cents at $47.18.""We continue to think the market will remain in surplus through most of 2016, which is likely to restrict the upside for prices, particularly over the fourth quarter of 2015 and the first quarter of 2016,"" British bank Barclays said in a market commentary.A strong dollar, fuelled by widening expectations that the US Federal Reserve will raise interest rates next month, has also been keeping a lid on prices.Oil is traded in the US currency and a buoyant dollar would make the commodity more expensive for those holding weaker units, lowering demand and prices.""We expect the greenback to continue to be supported as we approach the likely lift-off in rates,"" Singapore´s United Overseas Bank said, referring to a December 17 meeting of the Fed´s policy-setting Federal Open Market Committee. 










",11/11/2015,oil prices resume decline in asi,business
"Tokyo: The dollar eased against most currencies in Asia early Thursday after surging at the start of the week, while a strong unemployment reading boosted the Australian dollar.The Aussie surged more than one percent against the greenback, as government data showed the country´s October jobless rate fell to a better-than-expected 5.9 percent.Investors moved into high-yield, or riskier, emerging currencies as they await speeches by Federal Reserve chief Janet Yellen and other US central bank policymakers for hints about their plans for US interest rates.With US economic data showing improvement, the Fed is considering hiking rates next month, at the same time as other central banks -- including in Europe and Japan -- are mulling further loosening as growth at home struggles.""Divergence in monetary policy is creating an even choppier investment environment,"" Michael McCarthy, chief market strategist at CMC Markets Plc, told Bloomberg News. ""The futures market is indicating that it´s more likely than not that we´ll see the Fed raise rates in December. Expectations of further easing in China are high because there´s been a demonstrated responsiveness among policy makers to the weakening economy.""The dollar has given up some of its strength in previous days after last week´s US jobs report boosted expectations Fed policymakers will hike rates for the first time in nine years at their next meeting.This week, a lot of the rate hike speculation has already been priced in, Koji Fukaya, chief executive officer at FPG Securities Co, told Bloomberg News.""Emerging and commodities currencies have more scope to react to positive news as they have priced in negative news,"" Fukaya said.""These currencies have been sold off, making some breathing space to recover when there (is) positive news.""In Tokyo trade Thursday Indonesian rupiah tacked on 0.2 percent, the South Korean won added 0.1 percent and the Malaysian ringgit was up 0.05 percent. The Taiwan dollar was up 0.2 percent and the Thai baht was also higher.Emerging units have climbed in Asia for the past three days after taking a hammering in response to the US jobs figures.The euro advanced to $1.0764 and 132.34 yen from $1.0741 and 131.94 yen. But the dollar rose to 122.95 yen from 122.84 yen Wednesday in New York.                        










",11/12/2015,us dollar slips as aussie lifted by jobs d,business
"Singapore: Oil prices remained under pressure in Asia Friday after a huge jump in US crude inventories reinforced projections that a supply glut will persist well into next year.US benchmark West Texas Intermediate (WTI) for delivery in December was down 24 cents to $41.51 and Brent crude for December was trading four cents higher at $44.10 a barrel at around 0330 GMT.Prices were hammered Thursday after the US Department of Energy reported that commercial crude inventories in the world´s top oil consumer grew by 4.2 million barrels last week, far higher than analyst expectations of an increase of 1.3 million barrels.WTI sank 2.7 percent and Brent fell 3.8 percent after the report, which also showed US crude oil production continued to ramp higher.Global oil demand growth has not been fast enough to soak up the excess in supplies and analysts say a rebalancing of the supply-demand situation is needed for a sustained uptick in prices.Oil prices have plunged by more than half from peaks of over $100 a barrel in mid-2014.""Although global oil demand growth has been exceptionally strong year-to-date, the overall pace of supply side adjustment has been too slow to end a sustained increase in global inventories that we expect to persist through most of 2016,"" British bank Barclays said.It said in a market commentary that US offshore production in the Gulf of Mexico reached its highest level since early 2010 in August and is expected to remain strong although at a slower pace into 2016 ""as several more new fields begin to produce"".Members of the Organization of the Petroleum Exporting Countries (OPEC) have also kept production high in an aggressive bid to retain market share.OPEC´s collective production has stabilised at around 31.5 million barrels per day in recent months, Barclays said, but this is still more than its output ceiling of 30 million barrels per day. 










",11/13/2015,oil prices under pressure in asi,business
"ANTALYA: Turkey has cancelled a multi-billion-dollar deal with China to build its first anti-missile system that had alarmed Ankara’s allies in NATO, a Turkish official said on Sunday.""The deal was cancelled,"" the official from Prime Minister Ahmet Davutoglu´s office told AFP. ""One of the main reasons is that we will launch our own national missile project,"" added the official.The news came as Turkey hosted key Western allies including US President Barack Obama but also Chinese leader Xi Jinping for the summit of G20 top economies in the Mediterranean resort of Antalya.Turkey entered negotiations in 2013 with the China Precision Machinery Import-Export Corporation (CPMIEC) to finalise a contract worth $3.4 billion (3 billion euros).French-Italian consortium Eurosam and US-listed Raytheon Co had also submitted offers but the government had prioritised talks with the Chinese company, which raised serious concerns over the compatibility of CPMIEC´s systems with NATO missile defences.NATO has said missile systems within the alliance must be compatible with each other while calling on Turkey to take this factor into account.Turkish government sources said an official announcement was expected next week. A second Turkish official said the issue of technology transfer was one of the major stumbling blocks in negotiations with the Chinese company.""They refused to give what we demanded,"" the official told AFP, without elaborating. ""The talks were blocked at some point.""Although the government´s current plans to build Turkish-made missile defence system, it was not immediately clear if Ankara would launch talks with the European and American contenders.Washington was particularly irked by Turkish decision to negotiate with the Chinese company, which has been hit by a series of US sanctions for selling arms and missile technology to Iran and Pakistan.Turkey in the past made confusing comments over its lucrative tender, with a government minister saying the Chinese company was the winner and that its system could be used without integrating with NATO systems.But a spokesman for President Recep Tayyip Erdogan had insisted that the missile system would be harmonious and integrated with NATO defence architecture.                        










",11/15/2015,turkey cancels 3.4 bln missile deal with chi,business
"Hong Kong: Asian stock markets tumbled and the euro lost ground early Monday in the first trades after the deadly weekend terror attacks in Paris.The late-night assault on Friday in French capital, which killed 129 people, sparked concerns about security in Europe and its impact on the already struggling eurozone economy.It also sowed fresh uncertainty in already nervous markets, which ended last week on a low owing to increasing worries about the state of the global economy.Losses across Asian stock markets were joined by a fall in the euro, which is already under pressure from expectations the European Central Bank will loosen monetary policy to shore up the eurozone.""There is no doubt that the attacks in Paris will contribute to short-term investor nervousness,"" Shane Oliver, Sydney-based strategist at AMP Capital Investors, said.However, he added that he expected the Paris-linked losses to be brief and pointed out that markets had bounced back from initial selling following past terror attacks.""I think history will repeat itself. It will just be a short selloff in response to the Paris attacks,"" he told Bloomberg News.In early trade Hong Kong was 1.2 percent off, Tokyo fell one percent and Sydney gave up 0.9 percent.Adding to selling pressure in Tokyo Monday was data showing the Japanese economy had slipped into recession for the second time in three years, throwing into question the government´s much-vaunted drive to kickstart growth and inflation.- Shanghai retreats -The Cabinet Office said gross domestic product (GDP) shrank 0.2 percent in July-September, or 0.8 percent on an annualised basis, marking the second straight quarterly decline -- a technical recession.The preliminary figure was worse than the 0.1 percent decline forecast in a Bloomberg News survey and will put pressure on the Bank of Japan to ramp up its bond-buying scheme of monetary easing. The central bank is scheduled to hold a policy meeting this week.The soft results continue to flow despite Prime Minister Shinzo Abe´s big-spending three-year plan -- dubbed ""Abenomics"" -- to revitalise the torpid economy and end years of debilitating deflation.Taro Saito, director of economic research at NLI Research Institute, told AFP: ""Companies are reluctant to invest despite their sound profits."" He added that while consumer spending improved ""its overall trend still remains weak"".In China, authorities doubled the deposit required for investors to borrow funds to trade stocks -- known as margin trading -- as they try to limit a practice that led a massive market bubble and summer rout.The minimum requirement for margin trading was hiked to 100 percent from 50 percent, meaning traders must have the same level of funds in their accounts as the amount they want to borrow.Margin trading was behind a stock market rally that sent the Shanghai index up 150 percent in a year, before it crashed in June.The move comes as Shanghai rebounds from the summer volatility, with the benchmark index now up 22 percent from its August low. However, on Monday it was off 0.6 percent.                        










",11/16/2015,asia markets down after paris attacks japan in recessi,business
"ISLAMABAD: Federal government has released Rs201 billion as this year’s allocation for development projects.According to the Ministry of Planning, Rs27.78 billion has been released to National Highway Authority (NHA) for construction of roads.Higher Education Commission (HEC) gets Rs186.9 million while Rs52.60 billion has been released for rehabilitation of homeless people and their security.Here is the break up for other projects: Water projects Rs5.15 billion; Defence Division Rs1.04 billion; National Health Services Division Rs5.94 billion. 










",11/17/2015,federal govt releases rs201 bn for uplift proj,business
"Singapore: Oil prices extended gains in Asia Tuesday but the uptick was capped as investors waited for data on US crude stockpiles expected to further underscore a global supply glut.Prices pushed higher on Monday after US-led coalition jets bombed the Daesh group´s oil operations following the deadly attacks on Paris, but analysts said the impact of geopolitical tensions on the oil market is limited.At around 0300 GMT, US benchmark West Texas Intermediate (WTI) for delivery in December was up six cents to $41.80 and Brent crude for January was trading 11 cents higher at $44.67 a barrel.The gains on WTI ""are really an exercise to defend the $40 handle, where we saw a 4.0 percent rebound after prices touched lows of $40.06,"" said Bernard Aw, market strategist at IG Markets in Singapore.""It´s difficult to see more upside potential, although we might be getting closer to the equilibrium price level where we meet the sweet spot in the supply and demand equation,"" he told AFP.He said investors are also cautious ahead of a US Department of Energy report Wednesday on commercial crude stockpiles in the week ending November 13.Analysts expect another build in the inventories, which would indicate weaker demand in the world´s top oil consuming nation.BMI Research said the geopolitical tensions sparked by the escalation of military action against IS following the Paris attacks is unlikely to be a major influence on oil prices.It pointed out in a commentary that the global market remains oversupplied, crude inventories in developed countries are at record levels and there is no direct threat to Middle East oil facilities and transit points.""There is no material threat to the oil-producing facilities and transit routes in the Middle East from the escalation of the French military effort in Syria,"" it said.""Namely, this refers to the oil facilities of Saudi Arabia, the Gulf states, southern Iraq and the Kurdistan Regional Government (KRG), as well as the strategic chokepoints of Suez Canal, Bab el-Mandab and the Straits of Hormuz, all of which remain out of reach of military campaigns."" 










",11/17/2015,oil prices up in asia but gains limited,business
"KARACHI: Finance Minister, Ishaq Dar on Wednesday said those who used to call Pakistan ‘bankrupt’ have been shut down for good and vowed to transform the country into world’s 18th best performing economy.“Pakistan’s budget deficit will be further curtailed in the coming three years,” he expressed the resolve while addressing the launching ceremony of Islamic Index here at Karachi Stock Exchange.Earlier, the Finance Minister rang the conventional bell and let the trade begin.Expressing his contentment over the performance of the State Bank of Pakistan (SBP), he identified Islamic banking as a challenge and added that the government was working towards its promotion as well as serving the country at large.Terming the introduction of the Islamic Index as a milestone, Ishaq Dar said the new index will cast a positive impact on the stock exchange.He said investment in Islamic banking will yield positive results for the stock market of the country.Later, talking to media men, Ishaq Dar said the government will extend its all out cooperation to the traders and encourage them to invest in Islamic banking.He said the economic indicators have shown positive growth while the country’s foreign exchange reserves have witnessed a record leap. 










",11/18/2015,pakistan on its way to become worlds 18th best economy ishaq dar,business
"London: The global stocks rally faltered on Friday with European equities stumbling as some investors took profits and eyed overnight US losses.""We´re seeing some profit taking,"" said analyst Craig Erlam at traders Oanda.""They´ve been on a good run since October and it´s perfectly reasonable that traders will ... lock in some profits,"" he told AFP.The start of this week was overshadowed by last Friday´s deadly Paris attacks, which raised fears about security in Europe and its effect on the economy.Markets then bounced higher after the US Federal Reserve on Wednesday flagged a likely December interest rate hike amid the brightening economic outlook.Minutes showing Fed policymakers are confident the US economy is strong enough to withstand a December hike had fuelled buying across global markets and sent the dollar climbing.Heading into the weekend on Friday, many investors paused for breath.Asian stocks tacked higher in a choppy session after Wall Street had finished in negative territory on Thursday.""Europe had a lacklustre lead from the US and Asia ... and a lack of other positive catalysts leaves traders without the incentive to get back on board,"" Erlam added.By 1130 GMT, Frankfurt´s DAX 30 stocks index rose 0.1 percent, but the Paris CAC 40 nudged 0.2 percent lower compared with Thursday´s close.Outside the eurozone, London´s benchmark FTSE 100 index added a marginal 0.03 percent in value.In foreign exchange, the euro dipped against the dollar, as traders digested fresh comments from European Central Bank chief Mario Draghi.Draghi, speaking in Frankfurt, declared that the bank will ""do what we must"" to lift inflation as quickly as possible, in a new sign it could boost its anti-deflation defences.He also warned that inflation was stubbornly way below the target of close to 2 percent even though the bank has deployed a 1.1-trillion-euro ($1.2-trillion) stimulus scheme to help lift consumer prices.The quantitative easing programme to buy sovereign bonds at a rate of 60 billion euros a month runs until at least September 2016, but inflation came in at zero in October.""The head of the ECB appears determined to fight the disinflationary environment,"" noted London Capital Group analyst Brenda Kelly. ""A lower euro against both the dollar and the pound has been the result but any upside effects on eurozone (stocks) indices has thus far been elusive.""Key figures around 1130 GMTLondon - FTSE 100: UP 0.03 percent at 6,332.10 pointsFrankfurt - DAX 30: UP 0.1 percent at 11,097Paris - CAC 40: DOWN 0.2 percent at 4,904.20EURO STOXX 50: UP 0.2 percent at 3,269.90Tokyo - Nikkei 225: UP 0.1 percent at 19,879.81 (close)Euro/dollar: DOWN to $1.0693 from $1.0735 in late US trade on Thursday.Dollar/yen: DOWN to 122.78 yen from 122.87 yen                        










",11/20/2015,global stock markets falter before weekend,business
"KARACHI:  State Bank of Pakistan (SBP) on Saturday announced its monetary policy and decided to keep the policy rate unchanged at 6.0 percent.A statement issued here said that the average Jul-Oct FY16 inflation was at 1.7 percent is lower than the 7.1 percent average inflation in the corresponding period of last year.It said that the decline is broad based as both food and non-food and core inflation measures came down in this period.Going forward with subdued outlook of international oil price and other major commodity prices and in the absence of any shock to supplies of food items even though the average inflation would remain below the FY16 annual target of 6 percent the headline inflation is expected to reverse its declining momentum.Moreover market surveys indicate a marginal increase in inflation expectations for the coming months.The SBP statement further pointed out that the current account deficit despite a year on year 10.6 percent contraction in exports has narrowed down to $ 532 million in Jul-Oct FY16 from $ 1.9billion in Jul-Oct FY15. The improvement largely owes to declining oil price that has substantially reduced the oil import payments healthy workers remittances and the realization of Coalition Support Fund.At the back of official disbursements and Eurobond inflows surplus in capital and financial account has supported the overall balance of payments position thus ensuring an upward trajectory in foreign exchange reserves in Jul Oct FY16. Going forward continued flow of external resources would be required to maintain the stable balance of payments position.Furthermore, realization of investment inflows stemming from the China Pakistan Economic Corridor would indeed strengthen the external sector outlook over the medium to long term.Large Scale Manufacturing (LSM) mainly supported by food and beverages, automobiles, fertilizers and cement production increased to 3.9 percent in Jul Sep 2015 compared to 2.6 percent in the same period of last year.Further boost to this growth is expected from expansion in cotton yarn manufacturing strong construction activities as per planned development spending increased automobile production encouraged by government schemes and improving energy supply at the back of recent LNG imports.Credit to private sector witnessed a nominal increase in July-October 2015 wherein fixed investments continued to expand for the fourth consecutive quarter from Q2 FY15 to Q1 FY16. As a result of easy monetary policy, the weighted average lending rates on fresh and outstanding loans at 7.8 percent and 9.2 percent in September2015 are the lowest in 10 years.Thus, with current credit cycle now entering in uptake phase and with improving LSM growth borrowing on account of both the working capital and fixed investment is likely to increase.This outlook would reflect in broad money (M2) growth going forward which during July 01-November 06, 2015 M2 has expanded by 0.2percent against 0.7 percent during the same period last year.While the Net Domestic Assets declined by Rs 78 billion Net Foreign Assets contribution in M2 growth remained substantial as it increased by Rs106 billion.In view of the foregoing the Central Board of Directors of SBP has decided to keep the policy rate unchanged at 6.0 percent. 










",11/21/2015,sbp keeps policy rate unchanged at 6,business
"Singapore: Oil prices fell in Asia on Monday, extending their slide as a stronger dollar and news that world stockpiles have reached a record high put pressure on futures.Crude dived to two-month lows on Friday after the International Energy Agency, the world´s forecaster, said global commercial stocks had reached three billion barrels.Mounting expectations the US will raise interest rates for the first time in almost a decade next month also drove the dollar higher on Monday, hurting commodities.""Record levels of crude oil in storage with no let-up in production are likely to keep prices in a range in the coming weeks,"" said Sanjeev Gupta, head of EY´s oil and gas practice for Asia-Pacific.At around 0300 GMT, US benchmark West Texas Intermediate (WTI) for January delivery was down 84 cents at $41.06 while Brent crude for January was 51 cents lower at $44.15.World oil prices have more than halved in the past 18 months as global production has outpaced consumption, and the IEA on Friday predicted demand will grow by a sluggish 1.2 million barrels next year.The strengthening greenback, which got a boost over the weekend from bullish comments from a US Federal Reserve member, further hurt oil prices after three weeks of falls.A higher greenback tends to dampen demand for dollar-denominated commodities among holders of weaker currencies.Bernard Aw, market strategist at IG in Singapore, said oil prices are unlikely to stage a comeback any time soon. ""Crude oil appears to find some bottom at current levels, although it will find it difficult to break higher as bears are clearly waiting in the folds to knock it lower each time there is a rally,"" he said. 










",11/23/2015,oil down in asia on oversupply fear,business
"ISLAMABAD: Power tariff is likely to witness a decline of Rs1.81 per unit as a result of fuel adjustment for the month of October.In this connection, a petition will soon be sent to National Electric Power Regulatory Authority (NEPRA) to slash the electricity tariff, said spokesman for Ministry of Water and Power.He said there is a proposal for bringing down the power tariff due to the fuel adjustment for the month of October. The Central Power Purchasing Agency will soon dispatch a petition in this regard to NEPRA.NEPRA will come to decision to the above petition after conducting a hearing.The proposed cut in tariff will be applicable for all other power distributing companies with the exception of K Electric. 










",11/24/2015,power tariff cut likely after fuel adjustment for ,business
"WELLINGTON: Pakistan and New Zealand teams observed one-minute silence in the memory of Bacha khan University attack martyrs before getting on with Twenty20 series decider on Friday.</strongBoth the teams paid rich tribute to the martyrs of Charsadda university.More than 20 including students, teachers, staff and policemen were martyred when militants stormed Bacha Khan University in Charsadda.",1/22/2016,Green shirts Kiwis observe one minute silence for university martyr,sports
"WELLINGTON: New Zealand crushed Pakistan by 95 runs in the third and final Twenty20 in Wellington to wrap up the series 2-1.</strongThe Pakistani put up a dismal performance with the bat yet again, with wickets falling early and the entire team sent packing for just 101 runs in chase of a 197-run target.The team had lost 4 wickets in just the first four overs, five wickets by the eighth over, and 7 wickets by the 11th over, with the entire team being bowled out in just the 16th over.Wicketkeeper-batsman Sarfraz Ahmed score 41 runs off 52 balls before he too was caught by Milne off Elliot in the 13th over, leaving Anwar Ali and Wahab Riaz to follow him soon to the pavilionEarlier won the toss and elected bowl first. Batting first, New Zealand scored 196 for in their allotted 20 overs, Corey Anderson was the star performer for New Zealand as he scored 82 runs off 42 balls with the help of six boundaries and 4 sixers.Martin Guptill scored 42 runs from 19 balls which included six fours and two sixers whereas Kane Williamson contributed 33 runs from 33 balls with the help of three fours and a six.Wahab Riaz took 2 wickets while Shahid Afridi dismisse one batsman.",1/22/2016,Pakistan win toss opt to field in T20 series decider,sports
"MELBOURNE:  Johanna Konta marches on in the Australian Open, her excellent game buttressed by that weird, metronomic serve and embellished by a high-powered cross-court forehand that was too much for Denisa Allertova on Hisense Arena on Saturday.The British No1 closed out an impressive 6-2, 6-2 win to advance to the fourth round, and she now has realistic chances of going deep into the second week after a string of seeds went out in the first five days of the tournament.Allertova extended her as far as she could, but could not resist the precision of Konta’s serve, and the job was done when Konta slammed another neat forehand to her feet, forcing a final error after 64 minutes.From here, it gets a little harder. Konta will meet the Russian No21 seed, Ekaterina Makarova, after she eliminated No9 seed Karolina Pliskova.On this showing and her earlier efforts, Konta is now a serious danger to the higher seeds in her first Australian Open. To reach the last eight would be an extraordinary effort; she would be the first British player to make the quarter-finals of a slam since Jo Durie at Wimbledon in 1984. ",1/23/2016,Konta stuns Allertova to march into last 16 at Australian O,sports
"SYDNEY: Manish Pandey struck his maiden one-day century in a high-scoring thriller to secure India a pride-salvaging six-wicket victory against Australia in the fifth and final ODI in Sydney on Saturday.Staring at a series whitewash after four defeats, India rode Pandey´s scintillating 104 off 81 balls to chase down a 331-run victory target with two balls to spare.Centuries from David Warner (122) and Mitchell Marsh (102) helped Australia post 330-7 but Pandey´s knock in his only fourth one-dayer clinched the contest for India.India needed a strong start from their openers to stay on course to chase down such a big total and the visitors got just that from Shikhar Dhawan (78) and Rohit Sharma (99).Dhawan posted his third successive 50-plus score and Rohit fell agonisingly short of his third century in the series as they raised 123 runs in 18.2 overs.John Hastings dismissed Dhawan and Virat Kohli (eight) in quick successions to halt India´s progress and Rohit left leaving India needing exactly 100 runs from 91 balls to win the contest.With the required run-rate skyrocketing and skipper Mahendra Singh Dhoni (34) struggling to time the ball at the other end, Pandey´s crisp hitting left India needing 13 runs off the last over from Marsh.Marsh began with a wide and had his next hit out of the ground by Dhoni but the Indian captain fell immediately to inject fresh drama in the contest.Pandey, however, was unfazed and he hit the next ball for a boundary to first complete his century and then scurried for two for the winning run.Earlier, Warner struck his fifth ODI century and Mitchell Marsh notched up his first to set up yet another runfest in a series that has provided 3,159 runs.India´s much-maligned bowlers did well to reduce Australia to 117-4 in the 22nd over before Warner and Marsh combined to add 118 runs in 17.3 overs.Warner had fallen seven runs short of a century in Wednesday´s fourth ODI at Canberra but there was no such heartbreak this time as the southpaw brought up his run-a-ball century.The 27-year-old opener was eventually dismissed for 122, that included thee sixes and nine boundaries, but Marsh carried on to remain not out on 102 off 84 balls.For India, Jasprit Bumrah made an impressive debut, the right-arm paceman with an unorthodox bowling action sending down 10 tidy overs to claim 2-40 with some tight death bowling.Pandey was adjudged man-of-the-match, while team mate Rohit won the man-of-the-series award for the 441 runs he amassed in five matches. (Reuters) ",1/23/2016,Pandeys ton helps India avoid whi,sports
